Gene.Name	Gene.ID
WRKY3	AT2G03340
AT2G03360	AT2G03360
p_MI0001017	AT2G03445
AT2G03667	AT2G03667
AT2G04545	AT2G04545
AT2G03700	AT2G03700
AT2G04575	AT2G04575
AT2G04575	AT2G04575
AT2G03810	AT2G03810
PI4KG7	AT2G03890
HSP90-5	AT2G04030
AT2G04137	AT2G04137
DTX3	AT2G04050
DTX2	AT2G04080
AT2G04115	AT2G04115
XERICO	AT2G04240
RNE	AT2G04270
LACS8	AT2G04350
AT2G04360	AT2G04360
AT2G04378	AT2G04378
RPS17A	AT2G04390
NUDT5	AT2G04430
KAS	AT2G04540
KAS	AT2G04540
LPXB	AT2G04560
AT2G04690	AT2G04690
AT2G04740	AT2G04740
NA	NA
FLA7	AT2G04780
WRKY1	AT2G04880
SCL21	AT2G04890
AT2G04900	AT2G04900
AT2G05070	AT2G05070
AT2G05160	AT2G05160
AT2G05185	AT2G05185
RPS17B	AT2G05220
AT2G05260	AT2G05260
SCRL15	AT2G05335
GRP3	AT2G05520
AT2G05755	AT2G05755
AT2G04955	AT2G04955
AT2G05786	AT2G05786
AT2G05810	AT2G05810
AT2G05830	AT2G05830
SBT1.8	AT2G05920
NA	NA
AT2G06000	AT2G06000
AT2G06005	AT2G06005
NA	NA
NA	NA
NA	NA
AT2G06520	AT2G06520
XTH4	AT2G06850
NA	NA
NA	NA
AT2G05075	AT2G05075
NA	NA
AT2G07680	AT2G07680
RPS16A	AT2G09990
AT2G10615	AT2G10615
AT2G05585	AT2G05585
AT2G11215	AT2G11215
CRCK3	AT2G11520
MGD3	AT2G11810
TTM3	AT2G11890
AT2G12400	AT2G12400
AT2G12461	AT2G12461
NA	NA
AGT1	AT2G13360
AT2G13550	AT2G13550
NAD-ME1	AT2G13560
CALS5	AT2G13680
SERK5	AT2G13800
AT2G14080	AT2G14080
AT2G14110	AT2G14110
ALDH6B2	AT2G14170
ANR1	AT2G14210
PAT23	AT2G14255
NA	NA
CBSDUF3	AT2G14520
NA	NA
NA	NA
AT2G14765	AT2G14765
AT2G14850	AT2G14850
AT2G14860	AT2G14860
AGP9	AT2G14890
GASA7	AT2G14900
AT2G14910	AT2G14910
AT2G15000	AT2G15000
AT2G15020	AT2G15020
AT2G15029	AT2G15029
AT2G06365	AT2G06365
AT2G15310	AT2G15310
AT2G06405	AT2G06405
FUT4	AT2G15390
UGT73B5	AT2G15480
MBR1	AT2G15530
AT2G15590	AT2G15590
NIR1	AT2G15620
AT2G15630	AT2G15630
CML1	AT2G15680
AT2G15695	AT2G15695
AT2G15695	AT2G15695
AT2G15730	AT2G15730
OTP51	AT2G15820
AT2G15860	AT2G15860
COR413PM1	AT2G15970
AT2G16250	AT2G16250
AT2G16250	AT2G16250
NA	NA
NA	NA
THY-1	AT2G16370
PAP10	AT2G16430
AT2G16490	AT2G16490
VHA-C1	AT2G16510
CYP19-1	AT2G16600
TOC132	AT2G16640
AT2G06745	AT2G06745
AT2G16720	AT2G16720
AT2G16760	AT2G16760
MSI2	AT2G16780
PIP2-8	AT2G16850
AT2G16880	AT2G16880
AT2G17140	AT2G17140
DSK2A	AT2G17190
AT2G17240	AT2G17240
AT2G17240	AT2G17240
MPT1	AT2G17270
PGM	AT2G17280
AT2G06835	AT2G06835
AT2G06935	AT2G06935
HMG2	AT2G17370
ATL44	AT2G17450
AT2G06955	AT2G06955
PILS5	AT2G17500
AT2G17525	AT2G17525
AT2G06995	AT2G06995
AT2G17550	AT2G17550
HMGB4	AT2G17560
AT2G17570	AT2G17570
AT2G17670	AT2G17670
STY8	AT2G17700
NIP2	AT2G17730
AT2G17770	AT2G17770
AT2G17787	AT2G17787
VPS35A	AT2G17790
ERD7	AT2G17840
CSP3	AT2G17870
AT2G17930	AT2G17930
AT2G17970	AT2G17970
AT2G17975	AT2G17975
SLY1	AT2G17980
TAF14	AT2G18000
MSRA5	AT2G18030
AT2G18050	AT2G18050
NAC037	AT2G18060
AT2G18090	AT2G18090
AT2G18110	AT2G18110
SRS4	AT2G18120
PER14	AT2G18140
PER15	AT2G18150
BZIP2	AT2G18160
MPK7	AT2G18170
AT2G18193	AT2G18193
AT2G07055	AT2G07055
AT2G18240	AT2G18240
COAD	AT2G18250
APC10	AT2G18290
AT2G18310	AT2G18310
ZHD6	AT2G18350
ARL2	AT2G18390
AT2G18400	AT2G18400
ELP5	AT2G18410
AT2G18440	AT2G18440
NA	NA
ATHB-21	AT2G18550
UGT72D1	AT2G18570
AT2G18680	AT2G18680
TPS11	AT2G18700
TPS11	AT2G18700
AT2G18740	AT2G18740
AT2G18780	AT2G18780
PHYB	AT2G18790
AT2G18840	AT2G18840
AT2G18870	AT2G18870
AT2G18876	AT2G18876
ADO2	AT2G18915
AT2G18940	AT2G18940
NA	NA
AHA1	AT2G18960
AT2G18969	AT2G18969
AT2G19090	AT2G19090
AT2G19120	AT2G19120
AT2G19160	AT2G19160
SBT2.5	AT2G19170
SBT2.5	AT2G19170
AT2G19180	AT2G19180
AT2G19210	AT2G19210
AT2G19240	AT2G19240
AT2G19350	AT2G19350
NA	NA
AT2G19460	AT2G19460
TET2	AT2G19580
AT2G19710	AT2G19710
AT2G19790	AT2G19790
MIOX2	AT2G19800
AT2G19802	AT2G19802
AT2G19810	AT2G19810
LBD9	AT2G19820
AT2G19850	AT2G19850
RDR5	AT2G19930
AT2G19940	AT2G19940
NA	NA
AT2G20060	AT2G20060
AT2G20060	AT2G20060
LCR60	AT2G20208
AT2G20240	AT2G20240
AT2G20250	AT2G20250
PSAE2	AT2G20260
XI-G	AT2G20290
ALE2	AT2G20300
AT2G20360	AT2G20360
MUR3	AT2G20370
PHL4	AT2G20400
AT2G20410	AT2G20410
AT2G20420	AT2G20420
AT2G20440	AT2G20440
RPL14A	AT2G20450
AT2G20440	AT2G20440
NA	NA
TIM44-1	AT2G20510
AT2G20515	AT2G20515
AT2G20560	AT2G20560
NFD6	AT2G20585
BUB1	AT2G20635
AT2G20670	AT2G20670
MAN2	AT2G20680
AT2G20723	AT2G20723
AT2G20760	AT2G20760
GCL2	AT2G20770
AP5M	AT2G20790
AT2G20835	AT2G20835
SRF1	AT2G20850
LIP1	AT2G20860
THF1	AT2G20890
AT2G20940	AT2G20940
AT2G20950	AT2G20950
AT2G20980	AT2G20980
AT2G21030	AT2G21030
CSP4	AT2G21060
AT2G21120	AT2G21120
AT2G21120	AT2G21120
AT2G21195	AT2G21195
AT2G21250	AT2G21250
AT2G21260	AT2G21260
AT2G21270	AT2G21270
GC1	AT2G21280
AT2G21290	AT2G21290
KIN7E	AT2G21300
FBA1	AT2G21330
VHA-A2	AT2G21410
RD19B	AT2G21430
SAE2	AT2G21470
AT2G21500	AT2G21500
AT2G21510	AT2G21510
SFH8	AT2G21520
AT2G21550	AT2G21550
AT2G21590	AT2G21590
RBG7	AT2G21660
AT2G21720	AT2G21720
AT2G21780	AT2G21780
AT2G21820	AT2G21820
AT2G21860	AT2G21860
WRKY59	AT2G21900
AT2G21930	AT2G21930
AT2G21960	AT2G21960
SEP2	AT2G21970
RKP	AT2G22010
RKP	AT2G22010
AT2G22080	AT2G22080
AT2G22120	AT2G22120
AT2G22125	AT2G22125
EME1B	AT2G22140
AT2G22180	AT2G22180
TPPE	AT2G22190
ERF056	AT2G22200
IPS2	AT2G22240
AT2G22241	AT2G22241
RABH1D	AT2G22290
AT2G07575	AT2G07575
MED18	AT2G22370
PER17	AT2G22420
NA	NA
AT2G22440	AT2G22440
RIBA2	AT2G22450
GEM	AT2G22475
AGP2	AT2G22470
AGP2	AT2G22470
AT2G22482	AT2G22482
AT2G22520	AT2G22520
AT2G22530	AT2G22530
NET2D	AT2G22560
AT2G07645	AT2G07645
AT2G22610	AT2G22610
AGL17	AT2G22630
AT2G22650	AT2G22650
p_MI0001074	AT2G22668
NA	NA
AT2G22720	AT2G22720
SUVH6	AT2G22740
AT2G22780	AT2G22780
HAT9	AT2G22800
AT2G22805	AT2G22805
ACS4	AT2G22810
FAD4L2	AT2G22890
NAGS1	AT2G22910
SCPL11	AT2G22970
SCPL13	AT2G22980
SCPL10	AT2G23000
CKA3	AT2G23080
AT2G23120	AT2G23120
AT2G23118	AT2G23118
PUB4	AT2G23140
NRAMP3	AT2G23150
GH3.3	AT2G23170
AT2G23180	AT2G23180
AT2G23290	AT2G23290
AT2G23321	AT2G23321
AT2G07900	AT2G07900
PAB4	AT2G23350
AT2G23348	AT2G23348
PAB4	AT2G23350
FPP7	AT2G23360
AT2G23370	AT2G23370
AT2G23390	AT2G23390
NAPRT2	AT2G23420
AT2G23445	AT2G23445
XLG1	AT2G23460
XLG1	AT2G23460
MES2	AT2G23600
RTNLB13	AT2G23640
AT2G23670	AT2G23670
AT2G23690	AT2G23690
AT2G07945	AT2G07945
AT2G23755	AT2G23755
NA	NA
LYK4	AT2G23770
AT2G23790	AT2G23790
AT2G23890	AT2G23890
AT2G24020	AT2G24020
AT2G24040	AT2G24040
AT2G24060	AT2G24060
AT2G24100	AT2G24100
AT2G24130	AT2G24130
HHP3	AT2G24150
SDR2B	AT2G24190
PUP5	AT2G24220
AT2G24250	AT2G24250
AT2G24290	AT2G24290
AT2G24310	AT2G24310
AT2G24360	AT2G24360
AT2G24395	AT2G24395
AT2G24440	AT2G24440
REIL2	AT2G24500
AFR	AT2G24540
AT2G24550	AT2G24550
AT2G24550	AT2G24550
AT2G24625	AT2G24625
SUVH8	AT2G24740
GDU4	AT2G24762
ARF3	AT2G24765
COL3	AT2G24790
TIC55	AT2G24820
AT2G24960	AT2G24960
AT2G25060	AT2G25060
AT2G08100	AT2G08100
CIPK16	AT2G25090
p_MI0000178	AT2G25095
AT2G08110	AT2G08110
CLPB4	AT2G25140
PKL	AT2G25170
AT2G25190	AT2G25190
AT2G25210	AT2G25210
AT2G25240	AT2G25240
AT2G25280	AT2G25280
AT2G25297	AT2G25297
AT2G25310	AT2G25310
NA	NA
AT2G25430	AT2G25430
GSL-OH	AT2G25450
AT2G25460	AT2G25460
EBF1	AT2G25490
AT2G25530	AT2G25530
AT2G25605	AT2G25605
AT2G25625	AT2G25625
AT2G25690	AT2G25690
NA	NA
OVA4	AT2G25840
AT2G25830	AT2G25830
PAPS2	AT2G25850
AT2G25890	AT2G25890
AT2G25905	AT2G25905
ELF3	AT2G25930
ELF3	AT2G25930
AT2G25940	AT2G25940
AT2G25950	AT2G25950
AT2G25940	AT2G25940
AT2G26000	AT2G26000
PDF1.3	AT2G26010
NA	NA
AT2G26110	AT2G26110
AT2G26120	AT2G26120
FTSH4	AT2G26140
p_MI0005381	AT2G26211
AT2G26340	AT2G26340
PEX10	AT2G26350
AT2G26515	AT2G26515
AT2G26530	AT2G26530
WEB1	AT2G26570
WEB1	AT2G26570
AT2G26600	AT2G26600
AT2G26600	AT2G26600
HO1	AT2G26670
AT2G08160	AT2G08160
CYP734A1	AT2G26710
SCAB1	AT2G26770
HMGCL	AT2G26800
AT2G26840	AT2G26840
GRV2	AT2G26890
BASS2	AT2G26900
AGO4	AT2G27040
AT2G27060	AT2G27060
NA	NA
AAO3	AT2G27150
SMC3	AT2G27170
BLH5	AT2G27220
AT2G27229	AT2G27229
AT2G27229	AT2G27229
NA	NA
CLV3	AT2G27250
NTL8	AT2G27300
NTL8	AT2G27300
AT2G27330	AT2G27330
AT2G27340	AT2G27340
AT2G27350	AT2G27350
AT2G27360	AT2G27360
AT2G27410	AT2G27410
AT2G27420	AT2G27420
AT2G27470	AT2G27470
CML48	AT2G27480
FD3	AT2G27510
AT2G27590	AT2G27590
SKD1	AT2G27600
AT2G27680	AT2G27680
AT2G27680	AT2G27680
IPT2	AT2G27760
ADT3	AT2G27820
AT2G27830	AT2G27830
AXS1	AT2G27860
AGO5	AT2G27880
AT2G27950	AT2G27950
p_MI0000215	AT2G28056
ABCG3	AT2G28070
NA	NA
MI0017889	AT2G08235
AT2G28130	AT2G28130
CHX8	AT2G28180
ZAT5	AT2G28200
NCRK	AT2G28250
NA	NA
AT2G28320	AT2G28320
NA	NA
ARF10	AT2G28350
LCR5	AT2G28355
NA	NA
AT2G08265	AT2G08265
AT2G28400	AT2G28400
AT2G28430	AT2G28430
NA	NA
BGAL8	AT2G28470
LBD11	AT2G28500
RAP2-7	AT2G28550
NA	NA
RAD51B	AT2G28560
NA	NA
NA	NA
AT2G28640	AT2G28640
AT2G28710	AT2G28710
AT2G28720	AT2G28720
AT2G28780	AT2G28780
NA	NA
AT2G28790	AT2G28790
NA	NA
PLL4	AT2G28890
CXIP4	AT2G28910
AT2G28940	AT2G28940
EXPA6	AT2G28950
SCL34	AT2G29065
AT2G29070	AT2G29070
FTSH3	AT2G29080
GLR2.8	AT2G29110
NA	NA
APUM2	AT2G29190
AT2G29260	AT2G29260
AT2G29380	AT2G29380
TOPP1	AT2G29400
GSTU5	AT2G29450
AT2G29510	AT2G29510
TUBB7	AT2G29550
AT2G29605	AT2G29605
AT2G29628	AT2G29628
THIC	AT2G29630
AT2G29670	AT2G29670
UGT71C1	AT2G29750
PCMP-H33	AT2G29760
AT2G29920	AT2G29920
ABCG31	AT2G29940
AT2G08355	AT2G08355
FAD3	AT2G29980
AT2G30000	AT2G30000
AT2G30020	AT2G30020
AT2G30040	AT2G30040
AT2G30100	AT2G30100
AT2G30105	AT2G30105
UBA1	AT2G30110
UGT87A1	AT2G30150
AT2G30160	AT2G30160
AT2G30170	AT2G30170
AT2G30220	AT2G30220
NA	NA
WRKY25	AT2G30250
AT2G30310	AT2G30310
BLOS1	AT2G30330
AT2G30350	AT2G30350
CIPK11	AT2G30360
AT2G30390	AT2G30390
TPP1	AT2G30440
VAL1	AT2G30470
CYP73A5	AT2G30490
RPT2	AT2G30520
PSBW	AT2G30570
WRKY21	AT2G30590
AT2G30600	AT2G30600
AT2G08410	AT2G08410
AT2G30766	AT2G30766
AT2G30780	AT2G30780
AT2G30820	AT2G30820
GSTF9	AT2G30860
GSTF10	AT2G30870
AT2G30880	AT2G30880
AT2G30925	AT2G30925
FTSH2	AT2G30950
AT2G31010	AT2G31010
AT2G31050	AT2G31050
AT2G31060	AT2G31060
NA	NA
CLE5	AT2G31083
AT2G31090	AT2G31090
AT2G31130	AT2G31130
RUS2	AT2G31190
ADF6	AT2G31200
ERF15	AT2G31230
CDT1A	AT2G31270
ATG9	AT2G31260
AT2G31345	AT2G31345
POSF21	AT2G31370
AT2G31560	AT2G31560
THG1	AT2G31580
AT2G31585	AT2G31585
SAD2	AT2G31660
RABA5D	AT2G31680
AT2G31710	AT2G31710
AT2G31730	AT2G31730
AT2G31740	AT2G31740
UGT74C1	AT2G31790
AT2G31810	AT2G31810
AT2G31820	AT2G31820
AT2G31840	AT2G31840
PARG1	AT2G31870
AT2G31940	AT2G31940
AT2G31945	AT2G31945
CNX2	AT2G31955
CYS2	AT2G31980
IP5P7	AT2G32010
AT2G32020	AT2G32020
PURA1	AT2G32080
AT2G32090	AT2G32090
AT2G32160	AT2G32160
PRORP1	AT2G32230
AT2G32315	AT2G32315
THG2	AT2G32320
AT2G32380	AT2G32380
RRP6L3	AT2G32415
B3GALT3	AT2G32430
ARASP	AT2G32480
AT2G32510	AT2G32510
AT2G32520	AT2G32520
CSLB4	AT2G32540
AT2G32560	AT2G32560
CAPH	AT2G32590
AT2G32640	AT2G32640
AT2G32650	AT2G32650
AT2G32660	AT2G32660
AT2G08535	AT2G08535
RPN2A	AT2G32730
SUMO5	AT2G32765
AT2G32795	AT2G32795
LECRKS2	AT2G32800
PDIL2-3	AT2G32920
ZFN2	AT2G32930
COP1	AT2G32950
AT2G32970	AT2G32970
AUG2	AT2G32980
AT2G33000	AT2G33000
ATPC	AT2G33040
AT2G33090	AT2G33090
PED1	AT2G33150
AT2G33190	AT2G33190
AT2G33205	AT2G33205
XI-D	AT2G33240
AT2G33250	AT2G33250
IAA13	AT2G33310
AT2G33350	AT2G33350
RPL28	AT2G33450
NAC041	AT2G33480
AT2G33520	AT2G33520
SCPL46	AT2G33530
CPL3	AT2G33540
BUBR1	AT2G33560
AT2G33585	AT2G33585
AT2G33590	AT2G33590
AT2G33630	AT2G33630
PP2C27	AT2G33700
UBC24	AT2G33770
BAC1	AT2G33820
AT2G33845	AT2G33845
AT2G33847	AT2G33847
AT2G33855	AT2G33855
ARF3	AT2G33860
AT2G08645	AT2G08645
AT2G34050	AT2G34050
AT2G08650	AT2G08650
AT2G34123	AT2G34123
AT2G34160	AT2G34160
AT2G34160	AT2G34160
CIPK13	AT2G34180
AT2G34250	AT2G34250
AT2G34310	AT2G34310
AT2G34330	AT2G34330
SEI3	AT2G34380
AT2G34430	AT2G34430
HMGB14	AT2G34450
AT2G34460	AT2G34460
RPL18AB	AT2G34480
AT2G34530	AT2G34530
AT2G34580	AT2G34580
AT2G34620	AT2G34620
PTAC12	AT2G34640
PTAC12	AT2G34640
ABCC2	AT2G34660
ATHB-14	AT2G34710
NFYA4	AT2G34720
WAP	AT2G34730
FAH1	AT2G34770
AT2G34810	AT2G34810
WRKY35	AT2G34830
AT2G34840	AT2G34840
EDA3	AT2G34860
CAT5	AT2G34960
AT2G35010	AT2G35010
ATL38	AT2G34990
AT2G35080	AT2G35080
NAP1	AT2G35110
AT2G35155	AT2G35155
NPSN11	AT2G35190
AGD10	AT2G35210
AT2G35260	AT2G35260
AT2G35300	AT2G35300
AT2G35320	AT2G35320
AT2G35330	AT2G35330
NA	NA
NA	NA
GDH1	AT2G35370
AT2G35480	AT2G35480
SRO1	AT2G35510
DAD2	AT2G35520
BRXL1	AT2G35600
FEI2	AT2G35620
MOR1	AT2G35630
AT2G35660	AT2G35660
DSP8	AT2G35680
NA	NA
AT2G35750	AT2G35750
AT2G35800	AT2G35800
FLA16	AT2G35860
FLA16	AT2G35860
AT2G35859	AT2G35859
WDL4	AT2G35880
AT2G35900	AT2G35900
AT2G35935	AT2G35935
AT2G35950	AT2G35950
AT2G35950	AT2G35950
AT2G36030	AT2G36030
AT2G36030	AT2G36030
OFP15	AT2G36050
AT2G36145	AT2G36145
AT2G36150	AT2G36150
RPS14A	AT2G36160
KIN5C	AT2G36200
AT2G36240	AT2G36240
HISN3	AT2G36230
AT2G36240	AT2G36240
ABI5	AT2G36270
AT2G36300	AT2G36300
FACE2	AT2G36305
URH1	AT2G36310
AT2G36325	AT2G36325
ABCG34	AT2G36380
SBE2.1	AT2G36390
AT2G36410	AT2G36410
AT2G36420	AT2G36420
FAB6	AT2G36460
AT2G36540	AT2G36540
AT2G36580	AT2G36580
AT2G36630	AT2G36630
AT2G36670	AT2G36670
AT2G36690	AT2G36690
SWC2	AT2G36740
UGT73C5	AT2G36800
SGR6	AT2G36810
TIP1-1	AT2G36830
NA	NA
CALS10	AT2G36850
AT2G36860	AT2G36860
METK3	AT2G36880
AT2G36885	AT2G36885
AT2G36895	AT2G36895
MEMB11	AT2G36900
AT2G36950	AT2G36950
AT2G36930	AT2G36930
TKI1	AT2G36960
PCMP-E73	AT2G36980
SIGF	AT2G36990
AT2G37020	AT2G37020
PAL1	AT2G37040
AT2G37050	AT2G37050
NFYB8	AT2G37060
AT2G37150	AT2G37150
AT2G37160	AT2G37160
PIP2-2	AT2G37170
CP29B	AT2G37220
AT2G37240	AT2G37240
ADK	AT2G37250
WRKY44	AT2G37260
AT2G37290	AT2G37290
PCMP-E49	AT2G37310
PCMP-E50	AT2G37320
AT2G37370	AT2G37370
NA	NA
AT2G37450	AT2G37450
AT2G37470	AT2G37470
AT2G37480	AT2G37480
AT2G37530	AT2G37530
ORC2	AT2G37560
GLCAT14C	AT2G37585
NA	NA
AS1	AT2G37630
SCL9	AT2G37650
AT2G37660	AT2G37660
AT2G37670	AT2G37670
FHY1	AT2G37678
TBL15	AT2G37720
AT2G37750	AT2G37750
AT2G37880	AT2G37880
IPCS2	AT2G37940
AT2G37970	AT2G37970
AT2G38000	AT2G38000
AT2G38025	AT2G38025
ANTR3	AT2G38060
AT2G08925	AT2G08925
AT2G38090	AT2G38090
AT2G38090	AT2G38090
AUX1	AT2G38120
AT2G38152	AT2G38152
PDX1L4	AT2G38210
AT2G38255	AT2G38255
AT2G08955	AT2G08955
DREB2E	AT2G38340
PER22	AT2G38380
AGT3	AT2G38400
AT2G38420	AT2G38420
AT2G38465	AT2G38465
AT2G38480	AT2G38480
TFIIS	AT2G38560
AT2G38610	AT2G38610
GAUT7	AT2G38650
FOLD1	AT2G38660
PECT1	AT2G38670
MAP65-5	AT2G38720
AT2G38710	AT2G38710
SGPP	AT2G38740
AT2G38780	AT2G38780
AT2G38820	AT2G38820
NFYB1	AT2G38880
AT2G38905	AT2G38905
JMJ19	AT2G38950
AT2G38995	AT2G38995
AT2G08990	AT2G08990
AT2G39020	AT2G39020
PER24	AT2G39040
AT2G39080	AT2G39080
AT2G39130	AT2G39130
AT2G39170	AT2G39170
AT2G39190	AT2G39190
MLO12	AT2G39200
NA	NA
AT2G39240	AT2G39240
SNZ	AT2G39250
UPF2	AT2G39260
AT2G39270	AT2G39270
AT2G39280	AT2G39280
PGPS1	AT2G39290
AT2G39360	AT2G39360
AT2G39375	AT2G39375
AT2G39400	AT2G39400
AT2G39420	AT2G39420
MTP11	AT2G39450
RPL23AA	AT2G39460
ACR9	AT2G39570
AT2G39681	AT2G39681
AT2G09065	AT2G09065
AT2G09065	AT2G09065
AT2G09070	AT2G09070
NA	NA
RCA	AT2G39730
MI0026055	AT2G09080
P5CSA	AT2G39800
AT2G39805	AT2G39805
AT2G39865	AT2G39865
AT2G39920	AT2G39920
COI1	AT2G39940
AT2G39950	AT2G39950
PXN	AT2G39970
AT2G09100	AT2G09100
AT2G09105	AT2G09105
ELF4	AT2G40080
LHCB4.3	AT2G40100
TBL30	AT2G40160
EM6	AT2G40170
AT2G40270	AT2G40270
AT2G09140	AT2G09140
FER4	AT2G40300
NA	NA
DREB2C	AT2G40340
PRA1B2	AT2G40380
AT2G40430	AT2G40430
NA	NA
AT2G40480	AT2G40480
AT2G40520	AT2G40520
ETG1	AT2G40550
ETG1	AT2G40550
AT2G40600	AT2G40600
PUB63	AT2G40640
AT2G40700	AT2G40700
AT2G09160	AT2G09160
AT2G40711	AT2G40711
WRKY54	AT2G40750
STR7	AT2G40760
AT2G40800	AT2G40800
ATG18C	AT2G40810
RHC1A	AT2G40830
AT2G40860	AT2G40860
CYS3	AT2G40880
AT2G40900	AT2G40900
AT2G40980	AT2G40980
ATJ72	AT2G41000
AT2G41020	AT2G41020
AT2G41040	AT2G41040
UBA2B	AT2G41060
CRK1	AT2G41140
AT2G41170	AT2G41170
AT2G41190	AT2G41190
PIP5K5	AT2G41210
GLU2	AT2G41220
NA	NA
BHLH100	AT2G41240
NA	NA
ARR8	AT2G41310
AT2G41312	AT2G41312
AT2G09265	AT2G09265
ERD15	AT2G41430
AT2G41490	AT2G41490
AT2G41550	AT2G41550
AT2G41600	AT2G41600
AT2G41640	AT2G41640
MIZ1	AT2G41660
AT2G09290	AT2G09290
NTRC	AT2G41680
ABCA1	AT2G41700
AT2G41710	AT2G41710
AT2G41750	AT2G41750
PXM16	AT2G41790
AT2G41830	AT2G41830
AT2G41870	AT2G41870
AT2G09315	AT2G09315
AT2G41900	AT2G41900
AT2G41945	AT2G41945
AT2G41950	AT2G41950
AT2G41960	AT2G41960
AT2G41990	AT2G41990
PLDBETA1	AT2G42010
AT2G42020	AT2G42020
AT2G42040	AT2G42040
AT2G42065	AT2G42065
AT2G42110	AT2G42110
VQ17	AT2G42140
AT2G42190	AT2G42190
STR9	AT2G42220
AT2G42247	AT2G42247
PYM	AT2G42260
AT2G09360	AT2G09360
AT2G42310	AT2G42310
STIPL2	AT2G42330
ATL41	AT2G42360
AT2G42390	AT2G42390
AT2G42420	AT2G42420
NA	NA
AT2G42480	AT2G42480
NA	NA
TTL3	AT2G42580
GRF9	AT2G42590
PPC2	AT2G42600
PPC2	AT2G42600
MAX2	AT2G42620
AT2G42640	AT2G42640
MIP3	AT2G42700
AT2G42720	AT2G42720
AT2G42750	AT2G42750
AT2G42780	AT2G42780
CSY3	AT2G42790
AT2G42850	AT2G42850
MPK20	AT2G42880
PRS4	AT2G42910
AT2G42950	AT2G42950
AT2G42970	AT2G42970
AT2G42975	AT2G42975
AT2G09410	AT2G09410
PME16	AT2G43050
IBH1	AT2G43060
IBH1	AT2G43060
PRN2	AT2G43120
AT2G09415	AT2G09415
RABA5C	AT2G43130
AT2G43140	AT2G43140
AT2G43140	AT2G43140
AT2G43240	AT2G43240
CML5	AT2G43290
INT1	AT2G43330
AT2G09445	AT2G09445
BIO2	AT2G43360
SNRNP35	AT2G43370
AT2G43375	AT2G43375
ETFQO	AT2G43400
GLX2-1	AT2G43430
AT2G09475	AT2G09475
NLP8	AT2G43500
ATTI6	AT2G43550
FKBP16-3	AT2G43560
CHI	AT2G43570
AT2G43610	AT2G43610
AT2G43630	AT2G43630
SRP14	AT2G43640
AT2G43650	AT2G43650
IQD14	AT2G43680
FAB2	AT2G43710
MOCS2	AT2G43760
MPK6	AT2G43790
AT2G43795	AT2G43795
UGT74F1	AT2G43840
AT2G43865	AT2G43865
AT2G43890	AT2G43890
AT2G43890	AT2G43890
HOL2	AT2G43920
AT2G44060	AT2G44060
AT2G44070	AT2G44070
RPL7C	AT2G44120
AT2G44175	AT2G44175
AT2G44210	AT2G44210
NCS6	AT2G44270
AT2G44360	AT2G44360
AT2G44430	AT2G44430
NA	NA
EML4	AT2G44440
BGLU17	AT2G44480
BGLU26	AT2G44490
AT2G44500	AT2G44500
AT2G44525	AT2G44525
AT2G44550	AT2G44550
AT2G44578	AT2G44578
DRP1D	AT2G44590
RABH1B	AT2G44610
MTACP1	AT2G44620
AT2G09535	AT2G09535
AT2G44710	AT2G44710
AT2G44730	AT2G44730
CYCU4-1	AT2G44740
AT2G09540	AT2G09540
AT2G44820	AT2G44820
AT2G44830	AT2G44830
ERF13	AT2G44840
AT2G09585	AT2G09585
AT2G09590	AT2G09590
ERF034	AT2G44940
AT2G44970	AT2G44970
NUP62	AT2G45000
AT2G45010	AT2G45010
AT2G45023	AT2G45023
MEFG2	AT2G45030
GATA2	AT2G45050
NA	NA
AT2G45070	AT2G45070
CYCU2-1	AT2G45080
AT2G45100	AT2G45100
PVA12	AT2G45140
AT2G45180	AT2G45180
GOS12	AT2G45200
PME17	AT2G45220
PME17	AT2G45220
AT2G45245	AT2G45245
TKL-2	AT2G45290
AT2G45300	AT2G45300
GAE4	AT2G45310
AT2G45320	AT2G45320
CRR4	AT2G45350
AT2G09605	AT2G09605
LBD19	AT2G45410
LBD18	AT2G45420
AT2G09635	AT2G09635
AT2G09630	AT2G09630
NA	NA
AT2G45460	AT2G45460
AUR3	AT2G45490
CYP76C1	AT2G45560
CYP76C3	AT2G45580
CXE9	AT2G45610
AT2G45630	AT2G45630
NA	NA
SOC1	AT2G45660
SOC1	AT2G45660
TCP9	AT2G45680
AT2G45720	AT2G45720
PEX11D	AT2G45740
NA	NA
BAP2	AT2G45760
DBP	AT2G45820
DBP	AT2G45820
AT2G45860	AT2G45860
AT2G45870	AT2G45870
ROPGEF4	AT2G45890
PUB33	AT2G45910
ASK20	AT2G45950
ATI1	AT2G45980
AT2G45990	AT2G45990
UBC6	AT2G46030
AT2G46060	AT2G46060
LCKB2	AT2G46090
RTNLB5	AT2G46170
GC4	AT2G46180
AT2G09680	AT2G09680
AT2G46192	AT2G46192
ABIL1	AT2G46225
GBF3	AT2G46270
AT2G46290	AT2G46290
AT2G46300	AT2G46300
AT2G46320	AT2G46320
AGP16	AT2G46330
SPA1	AT2G46340
JAR1	AT2G46370
SDH8	AT2G46390
AT2G46420	AT2G46420
OXA1L	AT2G46470
AT2G46490	AT2G46490
ATL21A	AT2G46495
CAS	AT2G46520
AT2G46535	AT2G46535
AT2G46560	AT2G46560
PPOX2	AT2G46580
